lead_id,age,income,lead_source,website_visits,time_spent_on_site,pages_viewed,email_opened,previous_interaction,lead_score,industry,follow_up_calls,converted
821,28,63642,Email,14,0.18,5,0,1,63,Education,3,1
822,64,143867,Email,10,4.01,2,1,0,1,Finance,4,1
823,40,117820,Email,3,2.88,14,0,1,23,Healthcare,4,0
824,33,85160,Social Media,3,9.14,5,1,0,86,Tech,1,0
825,48,37602,Referral,15,0.88,14,0,1,65,Finance,1,0
826,28,123320,Referral,6,0.13,9,0,0,37,Education,3,0
827,33,108801,Organic,17,2.98,10,1,1,30,Retail,1,0
828,25,45931,Social Media,12,1.36,1,1,0,25,Education,3,1
829,21,114377,Email,11,0.25,10,0,1,28,Retail,0,0
830,57,49192,Email,4,6.45,5,1,0,66,Tech,1,1
831,21,66542,Paid Ad,6,0.59,12,1,0,77,Retail,0,1
832,42,147015,Paid Ad,1,4.69,6,0,0,24,Finance,2,0
833,20,62520,Email,16,1.65,14,0,0,47,Retail,3,0
834,49,84772,Email,15,0.95,11,0,0,64,Healthcare,2,1
835,20,78762,Social Media,17,2.39,7,0,0,52,Finance,1,1
836,44,70106,Referral,8,8.08,9,1,0,66,Tech,0,0
837,46,101121,Paid Ad,12,2.49,6,0,0,89,Finance,1,1
838,49,45559,Referral,10,6.95,5,0,1,17,Healthcare,2,0
839,36,125595,Social Media,15,0.67,12,0,0,8,Tech,1,1
840,38,53742,Email,9,7.41,7,1,0,37,Education,4,0
841,22,89669,Referral,2,1.35,13,0,1,86,Healthcare,2,0
842,35,100199,Email,5,5.66,1,1,0,20,Tech,1,0
843,45,41754,Email,6,4.17,11,0,1,64,Retail,0,0
844,59,23972,Organic,7,13.24,14,0,0,20,Finance,1,0
845,39,90831,Referral,1,2.45,5,1,1,26,Tech,0,0
846,38,132217,Referral,7,0.34,2,0,1,69,Finance,4,1
847,23,61873,Email,12,0.1,4,0,0,43,Retail,1,1
848,18,114661,Social Media,16,8.77,7,1,1,99,Tech,4,1
849,22,126532,Organic,16,3.72,5,0,0,27,Education,2,0
850,58,146267,Email,11,7.46,12,0,0,44,Healthcare,0,0
851,29,29903,Paid Ad,4,1.34,6,0,0,16,Tech,2,0
852,43,23020,Paid Ad,13,2.12,2,0,0,39,Retail,0,0
853,63,61755,Organic,7,0.15,3,1,1,2,Tech,4,0
854,51,105956,Social Media,4,16.28,7,0,0,75,Finance,3,0
855,31,106988,Email,15,5.51,11,1,1,75,Tech,1,1
856,43,65648,Referral,19,13.53,2,0,1,65,Education,4,1
857,62,123537,Organic,9,1.54,12,1,0,45,Tech,0,0
858,44,145991,Social Media,11,4.73,6,0,0,85,Healthcare,0,0
859,26,29516,Referral,8,5.67,5,1,0,86,Tech,0,0
860,43,132863,Paid Ad,1,1.91,10,0,0,29,Finance,0,0
861,64,135005,Paid Ad,8,9.42,1,1,1,68,Tech,1,1
862,39,22396,Referral,13,14.7,12,1,0,8,Education,2,0
863,64,104082,Organic,4,10.81,11,0,1,84,Retail,3,1
864,47,39129,Paid Ad,8,6.72,10,1,0,10,Tech,1,1
865,60,148322,Email,3,1.62,11,0,0,68,Tech,0,0
866,34,21591,Referral,9,1.65,4,0,0,98,Healthcare,1,0
867,43,31303,Referral,2,16.53,11,0,0,90,Education,4,1
868,53,50561,Paid Ad,2,0.05,2,0,1,65,Retail,0,1
869,18,91719,Organic,13,6.29,4,0,1,87,Finance,3,1
870,25,138618,Email,15,6.13,1,1,0,30,Tech,0,0
871,52,112108,Organic,12,4.87,2,0,1,32,Retail,3,0
872,32,148748,Social Media,4,23.08,13,0,1,38,Finance,3,0
873,64,119616,Social Media,8,1.87,8,0,0,93,Education,2,1
874,39,144165,Paid Ad,9,2.08,6,0,0,45,Education,2,0
875,31,106231,Paid Ad,5,0.41,2,0,1,36,Retail,1,0
876,43,27314,Paid Ad,18,2.92,12,0,1,91,Finance,1,1
877,45,137071,Social Media,11,1.51,6,1,1,59,Education,3,1
878,40,39623,Organic,15,2.1,10,1,1,30,Retail,0,0
879,31,87675,Organic,9,9.0,9,0,0,10,Education,4,0
880,41,132992,Paid Ad,17,13.7,7,1,0,86,Education,4,1
881,19,116826,Email,12,1.03,9,0,1,1,Education,0,0
882,62,85082,Organic,7,2.33,5,0,0,26,Healthcare,0,0
883,43,149839,Social Media,10,13.2,7,0,1,98,Finance,2,1
884,31,103624,Referral,10,0.32,11,0,1,1,Retail,4,1
885,24,125228,Referral,13,0.48,14,0,0,20,Retail,3,1
886,20,53130,Referral,19,0.89,7,1,1,57,Finance,1,1
887,64,71756,Email,11,4.52,12,1,1,4,Finance,2,0
888,40,117624,Paid Ad,13,0.82,12,1,0,51,Finance,4,0
889,63,46292,Social Media,8,17.22,3,1,0,44,Finance,0,0
890,60,131785,Email,8,2.96,7,0,1,84,Tech,4,0
891,64,147331,Social Media,4,3.48,1,1,1,92,Retail,3,1
892,62,106206,Social Media,15,1.42,9,0,0,19,Tech,2,0
893,35,89274,Paid Ad,11,3.18,10,1,1,60,Education,0,0
894,55,22469,Referral,11,5.42,13,1,1,37,Education,3,1
895,52,73947,Paid Ad,1,6.96,6,1,0,19,Retail,1,0
896,32,42534,Email,17,7.01,5,1,0,24,Education,2,0
897,42,83620,Email,15,4.31,7,0,0,1,Finance,3,0
898,54,68874,Email,6,11.74,5,1,0,31,Tech,3,1
899,45,69708,Paid Ad,15,8.5,10,1,0,25,Finance,0,0
900,27,94553,Social Media,9,7.07,5,0,0,69,Education,1,0
901,56,88344,Social Media,14,0.29,11,0,1,40,Tech,3,1
902,34,69138,Organic,18,0.03,10,1,1,66,Finance,2,1
903,56,74302,Email,17,1.19,11,0,0,96,Retail,3,1
904,39,67638,Social Media,18,5.45,7,0,0,0,Finance,4,0
905,43,98249,Organic,5,2.65,10,0,1,50,Education,2,0
906,61,125865,Social Media,9,2.57,7,1,1,4,Tech,2,1
907,42,22719,Email,11,10.8,13,0,1,12,Retail,3,1
908,34,42890,Referral,1,11.3,11,1,0,18,Tech,0,1
909,30,97236,Email,18,11.99,3,1,0,11,Retail,2,0
910,37,56509,Paid Ad,6,1.88,3,1,1,47,Tech,4,1
911,42,62534,Social Media,2,5.87,10,1,0,24,Education,0,0
912,21,122302,Social Media,15,1.58,12,0,0,56,Retail,0,0
913,27,112241,Paid Ad,14,1.06,13,1,0,34,Healthcare,0,0
914,20,38787,Paid Ad,5,1.02,3,0,1,75,Tech,2,1
915,58,146209,Referral,6,2.09,6,1,1,93,Tech,0,1
916,62,68845,Social Media,6,2.81,12,0,0,4,Finance,3,0
917,35,77932,Social Media,18,8.89,6,1,0,97,Retail,0,1
918,64,112124,Referral,14,0.64,13,0,0,21,Healthcare,4,1
919,53,111659,Organic,10,6.64,13,1,0,76,Education,1,0
920,64,53062,Referral,14,3.79,3,1,0,56,Finance,4,0
921,39,95713,Email,13,1.7,3,0,1,46,Healthcare,2,1
922,51,107263,Social Media,3,3.39,8,1,0,53,Retail,0,0
923,64,115756,Paid Ad,6,1.78,8,1,0,2,Healthcare,0,1
924,25,80461,Email,8,4.53,7,1,0,52,Tech,3,0
925,57,95418,Social Media,12,2.84,10,0,1,83,Tech,0,1
926,61,86672,Referral,13,0.9,4,1,1,30,Finance,4,1
927,36,148232,Email,11,0.62,4,1,0,68,Retail,2,1
928,59,54832,Social Media,12,3.96,3,0,1,87,Retail,1,1
929,58,147335,Organic,1,11.64,5,0,1,32,Healthcare,0,1
930,54,51966,Organic,17,2.11,3,0,1,71,Finance,1,1
931,23,92545,Paid Ad,16,6.6,13,0,1,87,Retail,0,1
932,43,32987,Social Media,11,5.37,8,0,1,49,Tech,2,1
933,51,57311,Organic,13,13.41,7,1,1,83,Healthcare,4,1
934,62,51575,Referral,18,8.6,13,1,0,15,Education,2,0
935,23,83852,Social Media,11,4.18,3,1,1,75,Tech,1,1
936,54,147650,Referral,12,5.35,9,0,1,76,Finance,0,0
937,50,21007,Referral,6,11.43,12,1,0,38,Retail,1,0
938,39,90981,Organic,9,2.55,14,0,0,88,Tech,4,1
939,38,96242,Social Media,16,1.98,13,0,0,45,Education,2,0
940,23,67517,Email,4,0.05,5,1,0,95,Education,1,1
941,23,130022,Organic,3,8.76,9,0,1,87,Finance,1,0
942,21,49257,Organic,16,8.07,7,0,1,46,Tech,4,0
943,47,107272,Social Media,12,0.55,7,1,1,43,Healthcare,0,0
944,28,62207,Social Media,11,4.3,6,0,1,8,Tech,1,1
945,47,33281,Referral,5,3.12,2,0,0,86,Education,4,0
946,48,81246,Social Media,18,0.63,9,1,1,49,Finance,0,1
947,41,21435,Referral,19,19.7,6,0,1,76,Finance,0,1
948,26,118875,Organic,6,1.21,8,0,0,59,Healthcare,2,0
949,20,120686,Paid Ad,18,0.35,1,1,1,95,Finance,4,1
950,48,111357,Email,6,4.52,5,1,1,14,Finance,0,0
951,57,46660,Organic,4,6.71,12,1,1,35,Finance,2,0
952,54,25084,Social Media,12,0.16,1,1,1,62,Finance,3,1
953,53,102197,Email,19,5.38,10,0,0,68,Finance,4,0
954,41,33507,Paid Ad,2,3.8,11,0,0,85,Education,3,0
955,48,92595,Paid Ad,17,0.54,14,1,0,79,Tech,0,0
956,23,103807,Referral,11,0.95,8,0,0,40,Retail,4,1
957,19,65539,Email,11,4.2,8,0,0,73,Finance,2,1
958,37,135953,Referral,16,1.76,1,1,1,23,Retail,0,1
959,45,27491,Organic,2,13.93,9,1,1,81,Retail,4,1
960,28,147706,Email,2,8.54,2,0,0,48,Education,4,0
961,21,132831,Organic,8,20.54,12,1,0,17,Finance,3,1
962,32,70192,Referral,13,1.5,9,1,0,6,Retail,0,0
963,23,100395,Email,10,17.49,1,1,1,3,Finance,2,0
964,47,143797,Referral,8,2.82,12,0,0,89,Healthcare,2,1
965,55,83888,Email,4,2.13,10,1,1,68,Healthcare,0,0
966,19,93609,Referral,15,0.26,14,0,1,59,Healthcare,0,0
967,32,29077,Paid Ad,1,0.27,14,0,1,54,Retail,1,0
968,28,137440,Referral,11,5.89,9,0,1,15,Healthcare,3,0
969,25,142901,Paid Ad,7,3.06,4,1,0,98,Education,0,1
970,43,40953,Referral,17,1.28,9,1,1,89,Education,0,0
971,62,96919,Email,18,4.76,7,1,1,81,Retail,1,1
972,61,134682,Email,12,1.46,11,1,0,28,Finance,1,0
973,22,141041,Email,9,4.31,6,1,1,22,Tech,4,0
974,23,87889,Social Media,5,2.23,5,0,1,13,Finance,2,0
975,43,43821,Organic,10,8.67,11,0,1,78,Finance,3,1
976,21,57567,Email,4,8.59,9,0,0,48,Finance,4,0
977,36,135374,Paid Ad,5,3.24,2,1,1,32,Finance,0,1
978,37,44860,Email,10,2.16,14,0,1,24,Tech,1,0
979,50,41195,Social Media,11,2.25,13,0,0,20,Healthcare,2,0
980,37,97475,Paid Ad,10,8.19,11,1,0,16,Finance,4,1
981,29,110874,Social Media,8,1.99,14,1,1,22,Education,2,0
982,64,107266,Paid Ad,2,1.17,12,0,1,56,Retail,1,0
983,18,41427,Referral,8,0.44,2,0,0,80,Retail,4,0
984,43,120732,Organic,16,3.14,11,1,1,57,Education,4,0
985,31,47083,Organic,5,3.29,12,1,0,13,Finance,2,0
986,55,107046,Social Media,3,9.19,9,1,1,92,Tech,1,0
987,54,77372,Organic,12,1.25,12,1,0,19,Healthcare,0,0
988,28,143786,Social Media,13,2.4,3,0,1,29,Retail,4,0
989,53,64064,Social Media,13,8.26,8,0,0,18,Healthcare,0,0
990,30,27813,Social Media,10,8.68,11,1,0,52,Tech,1,1
991,60,51598,Organic,4,2.43,9,0,0,55,Retail,4,0
992,20,132718,Social Media,9,3.07,8,0,0,76,Healthcare,4,1
993,50,146879,Organic,2,1.81,4,1,0,81,Tech,0,0
994,23,113106,Social Media,19,13.48,12,0,1,22,Healthcare,3,1
995,27,47082,Email,1,0.63,1,0,1,61,Finance,0,1
996,22,49241,Social Media,7,13.57,4,0,0,32,Tech,0,0
997,40,116214,Paid Ad,17,5.76,14,1,1,17,Healthcare,3,1
998,27,64569,Social Media,3,3.79,9,1,1,72,Finance,1,1
999,61,31745,Referral,3,0.17,2,0,1,32,Finance,1,0
1000,19,46029,Social Media,3,3.23,3,1,1,31,Tech,4,0
